<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,5,20250512,131500,1.10933,1.1102,1.10926,1.10996,0,0
EURUSD,5,20250512,132000,1.10999,1.10999,1.10951,1.1099,0,0
EURUSD,5,20250512,132500,1.1098,1.10989,1.10924,1.10984,0,0
EURUSD,5,20250512,133000,1.10975,1.11005,1.1093,1.10946,0,0
EURUSD,5,20250512,133500,1.10951,1.10956,1.10903,1.10908,0,0
EURUSD,5,20250512,134000,1.10914,1.11042,1.10914,1.11016,0,0
EURUSD,5,20250512,134500,1.11024,1.11045,1.11004,1.11039,0,0
EURUSD,5,20250512,135000,1.11048,1.1117,1.11048,1.11124,0,0
EURUSD,5,20250512,135500,1.1112,1.11172,1.11087,1.11111,0,0
EURUSD,5,20250512,140000,1.11114,1.11114,1.11059,1.11095,0,0
EURUSD,5,20250512,140500,1.1109,1.11102,1.11055,1.11064,0,0
EURUSD,5,20250512,141000,1.11064,1.11082,1.11031,1.11058,0,0
EURUSD,5,20250512,141500,1.11059,1.11092,1.11054,1.11089,0,0
EURUSD,5,20250512,142000,1.1109,1.11106,1.11053,1.11054,0,0
EURUSD,5,20250512,142500,1.11058,1.11075,1.11023,1.11034,0,0
EURUSD,5,20250512,143000,1.11034,1.11075,1.11015,1.11073,0,0
EURUSD,5,20250512,143500,1.11075,1.11163,1.11075,1.11135,0,0
EURUSD,5,20250512,144000,1.11124,1.11191,1.11124,1.11185,0,0
EURUSD,5,20250512,144500,1.11189,1.11261,1.11189,1.11248,0,0
EURUSD,5,20250512,145000,1.11244,1.11244,1.11151,1.11151,0,0
EURUSD,5,20250512,145500,1.11149,1.11174,1.11116,1.11131,0,0
EURUSD,5,20250512,150000,1.11135,1.1116,1.11106,1.11149,0,0
EURUSD,5,20250512,150500,1.11148,1.11217,1.11139,1.11199,0,0
EURUSD,5,20250512,151000,1.11197,1.11223,1.11165,1.11213,0,0
EURUSD,5,20250512,151500,1.11193,1.11258,1.11158,1.11227,0,0
EURUSD,5,20250512,152000,1.11228,1.11303,1.11228,1.11247,0,0
EURUSD,5,20250512,152500,1.1125,1.11287,1.11223,1.11233,0,0
EURUSD,5,20250512,153000,1.11237,1.11342,1.11231,1.11314,0,0
EURUSD,5,20250512,153500,1.11314,1.11328,1.11253,1.11283,0,0
EURUSD,5,20250512,154000,1.11288,1.11315,1.11227,1.11228,0,0
EURUSD,5,20250512,154500,1.11231,1.11268,1.11223,1.11229,0,0
EURUSD,5,20250512,155000,1.11217,1.11229,1.11177,1.11183,0,0
EURUSD,5,20250512,155500,1.11191,1.11203,1.11155,1.11194,0,0
EURUSD,5,20250512,160000,1.11185,1.11215,1.11147,1.11207,0,0
EURUSD,5,20250512,160500,1.11207,1.11301,1.11207,1.11295,0,0
EURUSD,5,20250512,161000,1.11293,1.11308,1.11178,1.11183,0,0
EURUSD,5,20250512,161500,1.11182,1.11263,1.11182,1.11217,0,0
EURUSD,5,20250512,162000,1.11213,1.11213,1.11092,1.11098,0,0
EURUSD,5,20250512,162500,1.11087,1.11163,1.11087,1.11157,0,0
EURUSD,5,20250512,163000,1.11153,1.11214,1.11134,1.11214,0,0
EURUSD,5,20250512,163500,1.1122,1.11344,1.1122,1.11307,0,0
EURUSD,5,20250512,164000,1.11308,1.11322,1.11234,1.1127,0,0
EURUSD,5,20250512,164500,1.11249,1.11254,1.11223,1.11229,0,0
EURUSD,5,20250512,165000,1.11221,1.11221,1.1108,1.11115,0,0
EURUSD,5,20250512,165500,1.11084,1.11127,1.11078,1.11127,0,0
EURUSD,5,20250512,170000,1.11118,1.1119,1.11104,1.1119,0,0
EURUSD,5,20250512,170500,1.11201,1.11239,1.11201,1.11235,0,0
EURUSD,5,20250512,171000,1.11235,1.11238,1.11176,1.11218,0,0
EURUSD,5,20250512,171500,1.11218,1.11218,1.11152,1.11152,0,0
EURUSD,5,20250512,172000,1.11157,1.11234,1.11157,1.11198,0,0
EURUSD,5,20250512,172500,1.11198,1.11213,1.11168,1.11184,0,0
EURUSD,5,20250512,173000,1.11179,1.11187,1.11112,1.11127,0,0
EURUSD,5,20250512,173500,1.11136,1.11141,1.11093,1.11108,0,0
EURUSD,5,20250512,174000,1.11111,1.11117,1.11058,1.11063,0,0
EURUSD,5,20250512,174500,1.11066,1.11085,1.11043,1.11052,0,0
EURUSD,5,20250512,175000,1.11048,1.11087,1.11015,1.11028,0,0
EURUSD,5,20250512,175500,1.11028,1.11051,1.11007,1.1105,0,0
EURUSD,5,20250512,180000,1.11054,1.11109,1.11054,1.11086,0,0
EURUSD,5,20250512,180500,1.11086,1.11102,1.11069,1.11089,0,0
EURUSD,5,20250512,181000,1.11093,1.11098,1.11048,1.11058,0,0
EURUSD,5,20250512,181500,1.11051,1.11059,1.11007,1.11013,0,0
EURUSD,5,20250512,182000,1.11017,1.11024,1.10967,1.11023,0,0
EURUSD,5,20250512,182500,1.11023,1.11029,1.10954,1.10958,0,0
EURUSD,5,20250512,183000,1.10958,1.10966,1.10924,1.1095,0,0
EURUSD,5,20250512,183500,1.10947,1.10976,1.10933,1.10962,0,0
EURUSD,5,20250512,184000,1.10959,1.11022,1.10953,1.11009,0,0
EURUSD,5,20250512,184500,1.11009,1.11017,1.10925,1.10925,0,0
EURUSD,5,20250512,185000,1.10924,1.10946,1.10879,1.10885,0,0
EURUSD,5,20250512,185500,1.10885,1.10905,1.10841,1.10845,0,0
EURUSD,5,20250512,190000,1.1085,1.10873,1.10835,1.10858,0,0
EURUSD,5,20250512,190500,1.10858,1.10887,1.10823,1.10833,0,0
EURUSD,5,20250512,191000,1.10832,1.10853,1.10828,1.10838,0,0
EURUSD,5,20250512,191500,1.10827,1.10851,1.10824,1.1083,0,0
EURUSD,5,20250512,192000,1.10831,1.10847,1.10809,1.10811,0,0
EURUSD,5,20250512,192500,1.1081,1.10836,1.10803,1.10813,0,0
EURUSD,5,20250512,193000,1.10812,1.10812,1.10749,1.10753,0,0
EURUSD,5,20250512,193500,1.10749,1.10771,1.10727,1.10736,0,0
EURUSD,5,20250512,194000,1.10738,1.108,1.10738,1.108,0,0
EURUSD,5,20250512,194500,1.108,1.10807,1.10758,1.10795,0,0
EURUSD,5,20250512,195000,1.10794,1.10814,1.1078,1.10784,0,0
EURUSD,5,20250512,195500,1.10784,1.10797,1.10769,1.10793,0,0
EURUSD,5,20250512,200000,1.10794,1.1081,1.10769,1.10774,0,0
EURUSD,5,20250512,200500,1.10765,1.10765,1.10709,1.10727,0,0
EURUSD,5,20250512,201000,1.10722,1.10736,1.10716,1.10729,0,0
EURUSD,5,20250512,201500,1.10729,1.10732,1.10683,1.10695,0,0
EURUSD,5,20250512,202000,1.10692,1.10729,1.10686,1.10689,0,0
EURUSD,5,20250512,202500,1.10687,1.10713,1.10678,1.10683,0,0
EURUSD,5,20250512,203000,1.10678,1.10704,1.10656,1.10704,0,0
EURUSD,5,20250512,203500,1.10703,1.1073,1.10685,1.1073,0,0
EURUSD,5,20250512,204000,1.10744,1.10781,1.1073,1.10771,0,0
EURUSD,5,20250512,204500,1.10774,1.10814,1.10771,1.10811,0,0
EURUSD,5,20250512,205000,1.10814,1.10897,1.10814,1.10897,0,0
EURUSD,5,20250512,205500,1.10901,1.10916,1.10865,1.10896,0,0
EURUSD,5,20250512,210000,1.10897,1.1092,1.10869,1.10869,0,0
EURUSD,5,20250512,210500,1.10869,1.10882,1.10838,1.10853,0,0
EURUSD,5,20250512,211000,1.10848,1.10899,1.10828,1.10898,0,0
EURUSD,5,20250512,211500,1.10899,1.10939,1.10899,1.10933,0,0
EURUSD,5,20250512,212000,1.10935,1.10951,1.10929,1.1093,0,0
EURUSD,5,20250512,212500,1.10936,1.10947,1.10925,1.10929,0,0
EURUSD,5,20250512,213000,1.10921,1.10955,1.10918,1.10952,0,0
EURUSD,5,20250512,213500,1.10954,1.10966,1.10944,1.1096,0,0
EURUSD,5,20250512,214000,1.1096,1.10966,1.10913,1.10913,0,0
EURUSD,5,20250512,214500,1.10911,1.10913,1.10872,1.10875,0,0
EURUSD,5,20250512,215000,1.10869,1.10912,1.10854,1.1091,0,0
EURUSD,5,20250512,215500,1.10911,1.10935,1.10895,1.10925,0,0
EURUSD,5,20250512,220000,1.10923,1.1093,1.10891,1.10894,0,0
EURUSD,5,20250512,220500,1.10897,1.1091,1.10896,1.10901,0,0
EURUSD,5,20250512,221000,1.10902,1.10948,1.10902,1.10945,0,0
EURUSD,5,20250512,221500,1.10946,1.10948,1.10912,1.10924,0,0
EURUSD,5,20250512,222000,1.10924,1.1093,1.10914,1.10919,0,0
EURUSD,5,20250512,222500,1.10919,1.10933,1.10903,1.10924,0,0
EURUSD,5,20250512,223000,1.10922,1.10944,1.10917,1.10918,0,0
EURUSD,5,20250512,223500,1.10913,1.10913,1.10893,1.10894,0,0
EURUSD,5,20250512,224000,1.10913,1.10913,1.10893,1.10897,0,0
EURUSD,5,20250512,224500,1.10893,1.10918,1.1089,1.10898,0,0
EURUSD,5,20250512,225000,1.10898,1.10903,1.10884,1.10884,0,0
EURUSD,5,20250512,225500,1.10881,1.1089,1.1086,1.10871,0,0
EURUSD,5,20250512,230000,1.10872,1.1093,1.10852,1.10916,0,0
EURUSD,5,20250512,230500,1.10921,1.10931,1.10903,1.10903,0,0
EURUSD,5,20250512,231000,1.10903,1.10915,1.10902,1.10907,0,0
EURUSD,5,20250512,231500,1.10907,1.10918,1.10897,1.109,0,0
EURUSD,5,20250512,232000,1.109,1.10902,1.10882,1.10882,0,0
EURUSD,5,20250512,232500,1.10882,1.10882,1.10867,1.10876,0,0
EURUSD,5,20250512,233000,1.10876,1.10893,1.10875,1.10885,0,0
EURUSD,5,20250512,233500,1.10885,1.10906,1.10883,1.10888,0,0
EURUSD,5,20250512,234000,1.10888,1.10895,1.10883,1.10894,0,0
EURUSD,5,20250512,234500,1.10894,1.10894,1.10884,1.10886,0,0
EURUSD,5,20250512,235000,1.10886,1.10911,1.10884,1.10908,0,0
EURUSD,5,20250512,235500,1.10908,1.1092,1.10908,1.10917,0,0
EURUSD,5,20250513,000000,1.10894,1.1094,1.1089,1.10916,0,0
EURUSD,5,20250513,000500,1.10918,1.10935,1.10908,1.1091,0,0
EURUSD,5,20250513,001000,1.1091,1.10938,1.1091,1.10932,0,0
EURUSD,5,20250513,001500,1.10935,1.10948,1.10902,1.10919,0,0
EURUSD,5,20250513,002000,1.10918,1.10927,1.10902,1.10907,0,0
EURUSD,5,20250513,002500,1.10911,1.10918,1.10902,1.10918,0,0
EURUSD,5,20250513,003000,1.10921,1.10942,1.1092,1.10929,0,0
EURUSD,5,20250513,003500,1.10929,1.10942,1.10921,1.10932,0,0
EURUSD,5,20250513,004000,1.10931,1.10943,1.10931,1.10933,0,0
EURUSD,5,20250513,004500,1.10932,1.10932,1.10902,1.10917,0,0
EURUSD,5,20250513,005000,1.10916,1.10927,1.10907,1.10925,0,0
EURUSD,5,20250513,005500,1.10927,1.10939,1.10927,1.10937,0,0
EURUSD,5,20250513,010000,1.10947,1.10947,1.10913,1.10913,0,0
EURUSD,5,20250513,010500,1.10902,1.10921,1.10898,1.10913,0,0
EURUSD,5,20250513,011000,1.1092,1.10937,1.10914,1.10932,0,0
EURUSD,5,20250513,011500,1.10932,1.10945,1.10928,1.10941,0,0
EURUSD,5,20250513,012000,1.10941,1.10946,1.10898,1.10898,0,0
EURUSD,5,20250513,012500,1.10899,1.10938,1.10899,1.10914,0,0
EURUSD,5,20250513,013000,1.10914,1.10946,1.10914,1.10945,0,0
EURUSD,5,20250513,013500,1.10946,1.10968,1.10946,1.10959,0,0
EURUSD,5,20250513,014000,1.1096,1.10976,1.10941,1.10976,0,0
EURUSD,5,20250513,014500,1.10985,1.11001,1.10984,1.10985,0,0
EURUSD,5,20250513,015000,1.10985,1.10992,1.10949,1.1095,0,0
EURUSD,5,20250513,015500,1.10951,1.1096,1.10941,1.1096,0,0
EURUSD,5,20250513,020000,1.10959,1.10992,1.10954,1.10987,0,0
EURUSD,5,20250513,020500,1.11006,1.11051,1.11002,1.1105,0,0
EURUSD,5,20250513,021000,1.11049,1.11061,1.11031,1.1105,0,0
EURUSD,5,20250513,021500,1.11041,1.11061,1.11025,1.11046,0,0
EURUSD,5,20250513,022000,1.1105,1.11064,1.11,1.11,0,0
EURUSD,5,20250513,022500,1.11005,1.11014,1.10988,1.11004,0,0
EURUSD,5,20250513,023000,1.11002,1.11049,1.10998,1.11014,0,0
EURUSD,5,20250513,023500,1.11014,1.11033,1.11005,1.11026,0,0
EURUSD,5,20250513,024000,1.11027,1.11037,1.11007,1.11028,0,0
EURUSD,5,20250513,024500,1.11033,1.11037,1.1099,1.10996,0,0
EURUSD,5,20250513,025000,1.10997,1.11025,1.10983,1.11025,0,0
EURUSD,5,20250513,025500,1.1102,1.11066,1.11015,1.11045,0,0
EURUSD,5,20250513,030000,1.11051,1.11056,1.11019,1.1104,0,0
EURUSD,5,20250513,030500,1.11052,1.1107,1.1103,1.11039,0,0
EURUSD,5,20250513,031000,1.11031,1.11043,1.1101,1.11039,0,0
EURUSD,5,20250513,031500,1.11043,1.11091,1.11043,1.11091,0,0
EURUSD,5,20250513,032000,1.11085,1.11089,1.11046,1.11071,0,0
EURUSD,5,20250513,032500,1.1107,1.11075,1.11034,1.11041,0,0
EURUSD,5,20250513,033000,1.11043,1.11043,1.11005,1.11008,0,0
EURUSD,5,20250513,033500,1.11007,1.11058,1.11005,1.11053,0,0
EURUSD,5,20250513,034000,1.11052,1.11076,1.11036,1.1104,0,0
EURUSD,5,20250513,034500,1.11045,1.11067,1.11038,1.11058,0,0
EURUSD,5,20250513,035000,1.11067,1.11078,1.11048,1.11062,0,0
EURUSD,5,20250513,035500,1.11063,1.11085,1.1106,1.11065,0,0
EURUSD,5,20250513,040000,1.11069,1.11085,1.11063,1.11084,0,0
EURUSD,5,20250513,040500,1.11085,1.11115,1.11077,1.11082,0,0
EURUSD,5,20250513,041000,1.11084,1.11085,1.1104,1.11042,0,0
EURUSD,5,20250513,041500,1.11042,1.11052,1.11031,1.11036,0,0
EURUSD,5,20250513,042000,1.11039,1.11039,1.10998,1.11019,0,0
EURUSD,5,20250513,042500,1.11022,1.11031,1.11008,1.11009,0,0
EURUSD,5,20250513,043000,1.11009,1.11044,1.11004,1.1104,0,0
EURUSD,5,20250513,043500,1.11045,1.11074,1.11034,1.11049,0,0
EURUSD,5,20250513,044000,1.11049,1.11066,1.11043,1.11054,0,0
EURUSD,5,20250513,044500,1.11054,1.11058,1.11036,1.11036,0,0
EURUSD,5,20250513,045000,1.11036,1.11036,1.10998,1.11019,0,0
EURUSD,5,20250513,045500,1.11006,1.11034,1.11004,1.1103,0,0
EURUSD,5,20250513,050000,1.11031,1.11055,1.11009,1.11009,0,0
EURUSD,5,20250513,050500,1.11008,1.1102,1.10994,1.10994,0,0
EURUSD,5,20250513,051000,1.10994,1.11025,1.10994,1.11025,0,0
EURUSD,5,20250513,051500,1.11025,1.11029,1.11003,1.11017,0,0
EURUSD,5,20250513,052000,1.1102,1.11047,1.11014,1.11047,0,0
EURUSD,5,20250513,052500,1.11046,1.11065,1.11033,1.11064,0,0
EURUSD,5,20250513,053000,1.11072,1.11104,1.11064,1.11104,0,0
EURUSD,5,20250513,053500,1.11103,1.11114,1.11088,1.11099,0,0
EURUSD,5,20250513,054000,1.11099,1.11099,1.11067,1.11089,0,0
EURUSD,5,20250513,054500,1.11092,1.11167,1.11088,1.11165,0,0
EURUSD,5,20250513,055000,1.11165,1.1117,1.1114,1.1114,0,0
EURUSD,5,20250513,055500,1.11141,1.1117,1.1114,1.11164,0,0
EURUSD,5,20250513,060000,1.11167,1.11174,1.11153,1.11153,0,0
EURUSD,5,20250513,060500,1.11155,1.11167,1.11141,1.11141,0,0
EURUSD,5,20250513,061000,1.11142,1.11151,1.11122,1.11122,0,0
EURUSD,5,20250513,061500,1.1112,1.11129,1.11119,1.11124,0,0
EURUSD,5,20250513,062000,1.11122,1.1113,1.11095,1.1113,0,0
EURUSD,5,20250513,062500,1.11133,1.11133,1.111,1.11128,0,0
EURUSD,5,20250513,063000,1.11132,1.1115,1.11132,1.11144,0,0
EURUSD,5,20250513,063500,1.11144,1.11144,1.1112,1.11124,0,0
EURUSD,5,20250513,064000,1.11126,1.1114,1.11111,1.11137,0,0
EURUSD,5,20250513,064500,1.11136,1.11142,1.11106,1.11125,0,0
EURUSD,5,20250513,065000,1.11126,1.11139,1.11101,1.11101,0,0
EURUSD,5,20250513,065500,1.11101,1.11166,1.11092,1.11164,0,0
EURUSD,5,20250513,070000,1.11173,1.11173,1.11128,1.11145,0,0
EURUSD,5,20250513,070500,1.11141,1.11146,1.11122,1.11122,0,0
EURUSD,5,20250513,071000,1.11121,1.11187,1.11114,1.11184,0,0
EURUSD,5,20250513,071500,1.11191,1.11197,1.11153,1.11172,0,0
EURUSD,5,20250513,072000,1.11171,1.11176,1.11128,1.11135,0,0
EURUSD,5,20250513,072500,1.11135,1.11142,1.1112,1.11142,0,0
EURUSD,5,20250513,073000,1.11146,1.11153,1.11117,1.11151,0,0
EURUSD,5,20250513,073500,1.11151,1.11167,1.11122,1.1113,0,0
EURUSD,5,20250513,074000,1.11133,1.11147,1.11116,1.11116,0,0
EURUSD,5,20250513,074500,1.11121,1.11121,1.1109,1.11097,0,0
EURUSD,5,20250513,075000,1.11097,1.11133,1.11094,1.1112,0,0
EURUSD,5,20250513,075500,1.11126,1.11166,1.11101,1.11112,0,0
EURUSD,5,20250513,080000,1.11132,1.11138,1.11072,1.11135,0,0
EURUSD,5,20250513,080500,1.11129,1.11136,1.1108,1.1108,0,0
EURUSD,5,20250513,081000,1.1108,1.11083,1.11052,1.11066,0,0
EURUSD,5,20250513,081500,1.11066,1.1109,1.11059,1.11059,0,0
EURUSD,5,20250513,082000,1.11059,1.1112,1.11055,1.11069,0,0
EURUSD,5,20250513,082500,1.11063,1.11073,1.11017,1.11057,0,0
EURUSD,5,20250513,083000,1.11059,1.11071,1.11035,1.11059,0,0
EURUSD,5,20250513,083500,1.11055,1.11066,1.1102,1.11044,0,0
EURUSD,5,20250513,084000,1.1105,1.1115,1.1105,1.11135,0,0
EURUSD,5,20250513,084500,1.11132,1.11151,1.11097,1.11114,0,0
EURUSD,5,20250513,085000,1.1112,1.1117,1.1112,1.11156,0,0
EURUSD,5,20250513,085500,1.11163,1.11186,1.11115,1.11115,0,0
EURUSD,5,20250513,090000,1.1112,1.1116,1.11103,1.11103,0,0
EURUSD,5,20250513,090500,1.11115,1.1115,1.11083,1.11138,0,0
EURUSD,5,20250513,091000,1.1114,1.11143,1.11059,1.11071,0,0
EURUSD,5,20250513,091500,1.11068,1.11135,1.11032,1.11133,0,0
EURUSD,5,20250513,092000,1.11124,1.11227,1.11115,1.11195,0,0
EURUSD,5,20250513,092500,1.1121,1.1121,1.1115,1.1115,0,0
EURUSD,5,20250513,093000,1.11161,1.11206,1.11156,1.11182,0,0
EURUSD,5,20250513,093500,1.11184,1.11191,1.11167,1.11176,0,0
EURUSD,5,20250513,094000,1.1117,1.11231,1.1117,1.1123,0,0
EURUSD,5,20250513,094500,1.11236,1.11247,1.11198,1.11204,0,0
EURUSD,5,20250513,095000,1.11204,1.11204,1.11149,1.11159,0,0
EURUSD,5,20250513,095500,1.11149,1.11157,1.1113,1.11157,0,0
EURUSD,5,20250513,100000,1.11159,1.11175,1.1114,1.1114,0,0
EURUSD,5,20250513,100500,1.11138,1.11163,1.11066,1.11066,0,0
EURUSD,5,20250513,101000,1.11069,1.11148,1.11058,1.11129,0,0
EURUSD,5,20250513,101500,1.11137,1.11146,1.11106,1.11114,0,0
EURUSD,5,20250513,102000,1.11111,1.11111,1.11058,1.11064,0,0
EURUSD,5,20250513,102500,1.11069,1.1109,1.11051,1.11072,0,0
EURUSD,5,20250513,103000,1.11075,1.1109,1.11046,1.1106,0,0
EURUSD,5,20250513,103500,1.11066,1.11076,1.11034,1.11047,0,0
EURUSD,5,20250513,104000,1.11047,1.11081,1.11033,1.11055,0,0
EURUSD,5,20250513,104500,1.11054,1.11096,1.11053,1.1108,0,0
EURUSD,5,20250513,105000,1.11082,1.11132,1.11075,1.11125,0,0
EURUSD,5,20250513,105500,1.11125,1.11155,1.11102,1.11127,0,0
EURUSD,5,20250513,110000,1.11127,1.11151,1.11064,1.11067,0,0
EURUSD,5,20250513,110500,1.11072,1.11072,1.11033,1.11057,0,0
EURUSD,5,20250513,111000,1.11066,1.11087,1.1106,1.1107,0,0
EURUSD,5,20250513,111500,1.11083,1.11125,1.1107,1.11083,0,0
EURUSD,5,20250513,112000,1.11084,1.11109,1.1108,1.11092,0,0
EURUSD,5,20250513,112500,1.11091,1.11115,1.11084,1.11099,0,0
EURUSD,5,20250513,113000,1.11101,1.11139,1.11097,1.11131,0,0
EURUSD,5,20250513,113500,1.11132,1.11132,1.111,1.11129,0,0
EURUSD,5,20250513,114000,1.1113,1.11147,1.11109,1.11109,0,0
EURUSD,5,20250513,114500,1.11102,1.11141,1.11074,1.1109,0,0
EURUSD,5,20250513,115000,1.11081,1.11116,1.11081,1.11096,0,0
EURUSD,5,20250513,115500,1.11101,1.11116,1.11072,1.11073,0,0
EURUSD,5,20250513,120000,1.11073,1.11083,1.1105,1.11076,0,0
EURUSD,5,20250513,120500,1.11078,1.11082,1.10983,1.11002,0,0
EURUSD,5,20250513,121000,1.11002,1.11017,1.10984,1.11017,0,0
EURUSD,5,20250513,121500,1.11016,1.1102,1.10986,1.11,0,0
EURUSD,5,20250513,122000,1.11,1.1107,1.10996,1.11055,0,0
EURUSD,5,20250513,122500,1.11057,1.11096,1.11056,1.11096,0,0
EURUSD,5,20250513,123000,1.11094,1.11095,1.11033,1.11063,0,0
EURUSD,5,20250513,123500,1.11063,1.11064,1.11035,1.11055,0,0
EURUSD,5,20250513,124000,1.11045,1.11046,1.11018,1.11034,0,0
EURUSD,5,20250513,124500,1.11034,1.11041,1.10986,1.10991,0,0
EURUSD,5,20250513,125000,1.1099,1.11042,1.1099,1.11028,0,0
EURUSD,5,20250513,125500,1.11022,1.11061,1.11018,1.11049,0,0
EURUSD,5,20250513,130000,1.11046,1.11097,1.11036,1.1108,0,0
EURUSD,5,20250513,130500,1.1108,1.11095,1.1105,1.1105,0,0
EURUSD,5,20250513,131000,1.11051,1.11086,1.11045,1.11079,0,0
EURUSD,5,20250513,131500,1.1108,1.11106,1.11076,1.11106,0,0
EURUSD,5,20250513,132000,1.11112,1.11115,1.11085,1.11091,0,0
EURUSD,5,20250513,132500,1.1109,1.111,1.11074,1.11097,0,0
EURUSD,5,20250513,133000,1.111,1.11116,1.111,1.11112,0,0
EURUSD,5,20250513,133500,1.11119,1.11121,1.11079,1.11097,0,0
EURUSD,5,20250513,134000,1.11101,1.11107,1.11072,1.11084,0,0
EURUSD,5,20250513,134500,1.11083,1.11094,1.11072,1.1108,0,0
EURUSD,5,20250513,135000,1.1108,1.11101,1.11054,1.11094,0,0
EURUSD,5,20250513,135500,1.11081,1.11087,1.11039,1.11069,0,0
EURUSD,5,20250513,140000,1.11073,1.1111,1.11073,1.11104,0,0
EURUSD,5,20250513,140500,1.11096,1.11127,1.11089,1.11126,0,0
EURUSD,5,20250513,141000,1.11121,1.1116,1.1111,1.1111,0,0
EURUSD,5,20250513,141500,1.11112,1.1112,1.11088,1.11098,0,0
EURUSD,5,20250513,142000,1.111,1.11139,1.111,1.11106,0,0
EURUSD,5,20250513,142500,1.11113,1.11147,1.11113,1.11132,0,0
EURUSD,5,20250513,143000,1.11125,1.11276,1.1109,1.11131,0,0
EURUSD,5,20250513,143500,1.1113,1.11177,1.1111,1.11176,0,0
EURUSD,5,20250513,144000,1.11176,1.11302,1.11151,1.11301,0,0
EURUSD,5,20250513,144500,1.11313,1.11313,1.11247,1.11302,0,0
EURUSD,5,20250513,145000,1.11297,1.11297,1.11191,1.11222,0,0
EURUSD,5,20250513,145500,1.11245,1.11307,1.11245,1.11307,0,0
EURUSD,5,20250513,150000,1.11305,1.11356,1.11278,1.11308,0,0
EURUSD,5,20250513,150500,1.11323,1.11451,1.113,1.11411,0,0
EURUSD,5,20250513,151000,1.11402,1.11414,1.11344,1.11379,0,0
EURUSD,5,20250513,151500,1.11368,1.11379,1.113,1.11345,0,0
EURUSD,5,20250513,152000,1.11349,1.11442,1.11345,1.11431,0,0
EURUSD,5,20250513,152500,1.11437,1.1148,1.1142,1.1142,0,0
EURUSD,5,20250513,153000,1.1142,1.11472,1.11417,1.11439,0,0
EURUSD,5,20250513,153500,1.1144,1.11483,1.11437,1.11468,0,0
EURUSD,5,20250513,154000,1.11473,1.11473,1.11413,1.11464,0,0
EURUSD,5,20250513,154500,1.11446,1.11468,1.11431,1.11451,0,0
EURUSD,5,20250513,155000,1.11441,1.11443,1.11362,1.11371,0,0
EURUSD,5,20250513,155500,1.11365,1.11365,1.11319,1.11355,0,0
EURUSD,5,20250513,160000,1.1135,1.1137,1.11331,1.11364,0,0
EURUSD,5,20250513,160500,1.11386,1.11398,1.11344,1.11389,0,0
EURUSD,5,20250513,161000,1.11396,1.11416,1.11335,1.11335,0,0
EURUSD,5,20250513,161500,1.11324,1.11356,1.11304,1.11335,0,0
EURUSD,5,20250513,162000,1.11363,1.11466,1.11363,1.11424,0,0
EURUSD,5,20250513,162500,1.11422,1.11422,1.11314,1.11385,0,0
EURUSD,5,20250513,163000,1.1138,1.11386,1.11328,1.11386,0,0
EURUSD,5,20250513,163500,1.11378,1.11435,1.11366,1.1143,0,0
EURUSD,5,20250513,164000,1.1143,1.11553,1.11395,1.11525,0,0
EURUSD,5,20250513,164500,1.11521,1.11536,1.11458,1.11523,0,0
EURUSD,5,20250513,165000,1.11526,1.11572,1.11514,1.11562,0,0
EURUSD,5,20250513,165500,1.11571,1.11635,1.1156,1.11616,0,0
EURUSD,5,20250513,170000,1.11616,1.11636,1.11584,1.1159,0,0
EURUSD,5,20250513,170500,1.1159,1.11645,1.11574,1.11574,0,0
EURUSD,5,20250513,171000,1.1158,1.11678,1.1158,1.1166,0,0
EURUSD,5,20250513,171500,1.11653,1.11679,1.11649,1.11655,0,0
EURUSD,5,20250513,172000,1.11645,1.11749,1.11634,1.11731,0,0
EURUSD,5,20250513,172500,1.11737,1.11737,1.11694,1.11715,0,0
EURUSD,5,20250513,173000,1.1172,1.11749,1.11704,1.11749,0,0
EURUSD,5,20250513,173500,1.11762,1.11762,1.11704,1.11704,0,0
EURUSD,5,20250513,174000,1.1171,1.11734,1.11701,1.11734,0,0
EURUSD,5,20250513,174500,1.11726,1.11758,1.1172,1.1172,0,0
EURUSD,5,20250513,175000,1.11715,1.11762,1.11696,1.11727,0,0
EURUSD,5,20250513,175500,1.11732,1.11779,1.1173,1.11753,0,0
EURUSD,5,20250513,180000,1.11751,1.11783,1.11747,1.11765,0,0
EURUSD,5,20250513,180500,1.11766,1.11772,1.11729,1.11734,0,0
EURUSD,5,20250513,181000,1.11735,1.11749,1.11703,1.11703,0,0
EURUSD,5,20250513,181500,1.11687,1.11689,1.11648,1.1167,0,0
EURUSD,5,20250513,182000,1.11668,1.11686,1.11655,1.11686,0,0
EURUSD,5,20250513,182500,1.11697,1.11698,1.1165,1.11678,0,0
EURUSD,5,20250513,183000,1.11678,1.11766,1.11678,1.11749,0,0
EURUSD,5,20250513,183500,1.11735,1.11765,1.11725,1.11761,0,0
EURUSD,5,20250513,184000,1.11762,1.11825,1.1176,1.11798,0,0
EURUSD,5,20250513,184500,1.1181,1.11811,1.11774,1.11783,0,0
EURUSD,5,20250513,185000,1.11784,1.11794,1.11748,1.11786,0,0
EURUSD,5,20250513,185500,1.1179,1.11804,1.11753,1.11761,0,0
